Unique Key,Created Date,Closed Date,Agency,Agency Name,Problem (formerly Complaint Type),Problem Detail (formerly Descriptor),Additional Details,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,Council District,Police Precinct,BBL,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Open Data Channel Type,Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location
64342076,2025-03-13 11:27:04,03/17/2025 12:55:23 PM,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Dead Branches in Tree,,Street,11234,1414 EAST   46 STREET,EAST   46 STREET,AVENUE J,AVENUE K,AVENUE J,AVENUE K,ADDRESS,BROOKLYN,EAST   46 STREET,,Closed,,NYC Parks visited the site and inspected the condition. No work is necessary at this time.,03/17/2025 12:55:29 PM,18 BROOKLYN,45.0,Precinct 63,3077930070.0,BROOKLYN,"1,003,234","167,565",PHONE,Unspecified,BROOKLYN,,,,,,,,40.62658339131,-73.9316104205,POINT (-73.931610420502 40.626583391312)
64323212,2025-03-11 15:48:28,,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Power Lines,Power Lines,Street,11234,1347 EAST   55 STREET,EAST   55 STREET,AVENUE K,AVENUE L,AVENUE K,AVENUE L,ADDRESS,BROOKLYN,EAST   55 STREET,,In Progress,,,,18 BROOKLYN,46.0,Precinct 63,3078350010.0,BROOKLYN,"1,005,739","166,698",PHONE,Unspecified,BROOKLYN,,,,,,,,40.62419793685,-73.9225889596,POINT (-73.922588959596 40.624197936853)
64323242,2025-03-11 13:34:34,03/26/2025 12:47:04 PM,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Building,,Street,11234,1451 EAST   51 STREET,EAST   51 STREET,AVENUE K,AVENUE L,AVENUE K,AVENUE L,ADDRESS,BROOKLYN,EAST   51 STREET,,Closed,,"Under NYC Parksâ Tree Risk Management Program, work is prioritized to address the conditions with the highest risk first.  NYC Parks determined that the issue will be addressed in the next pruning cycle through the routine block pruning program.  For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   To learn more about the trees in your neighborhood, visit the NYC Tree Map at nyc.gov/parks/treemap.",03/26/2025 12:47:07 PM,18 BROOKLYN,46.0,Precinct 63,3078310028.0,BROOKLYN,"1,004,651","167,013",PHONE,Unspecified,BROOKLYN,,,,,,,,40.62506511782,-73.92650736963,POINT (-73.92650736963 40.625065117816)
64314559,2025-03-10 13:19:47,03/26/2025 12:33:40 PM,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Blocking Street,,Street,11234,4711 AVENUE K,AVENUE K,SCHENECTADY AVENUE,EAST   48 STREET,SCHENECTADY AVENUE,EAST   48 STREET,ADDRESS,BROOKLYN,AVENUE K,,Closed,,"Under NYC Parksâ Tree Risk Management Program, work is prioritized to address the conditions with the highest risk first.  NYC Parks determined that the issue will be addressed in the next pruning cycle through the routine block pruning program.  For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   To learn more about the trees in your neighborhood, visit the NYC Tree Map at nyc.gov/parks/treemap.",03/26/2025 12:33:43 PM,18 BROOKLYN,45.0,Precinct 63,3077950104.0,BROOKLYN,"1,003,595","167,234",PHONE,Unspecified,BROOKLYN,,,,,,,,40.62567408513,-73.93031087253,POINT (-73.930310872527 40.625674085133)
64311659,2025-03-10 12:01:36,,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Power Lines,Power Lines,Street,11234,659 EAST   59 STREET,EAST   59 STREET,FOSTER AVENUE,FARRAGUT ROAD,FOSTER AVENUE,FARRAGUT ROAD,ADDRESS,BROOKLYN,EAST   59 STREET,,In Progress,,,,18 BROOKLYN,45.0,Precinct 63,3079550063.0,BROOKLYN,"1,006,396","171,644",PHONE,Unspecified,BROOKLYN,,,,,,,,40.63777203785,-73.92020598254,POINT (-73.920205982538 40.637772037847)
64271136,2025-03-06 21:02:44,03/31/2025 08:44:35 AM,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Blocking Street,,Street,11234,3623 AVENUE P,AVENUE P,EAST   36 STREET,EAST   37 STREET,EAST   36 STREET,EAST   37 STREET,ADDRESS,BROOKLYN,AVENUE P,,Closed,,"Under NYC Parksâ Tree Risk Management Program, work is prioritized to address the conditions with the highest risk first.  NYC Parks determined that the issue will be addressed in the next pruning cycle through the routine block pruning program.  For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   To learn more about the trees in your neighborhood, visit the NYC Tree Map at nyc.gov/parks/treemap.",03/31/2025 08:44:41 AM,18 BROOKLYN,45.0,Precinct 63,3076980001.0,BROOKLYN,"1,001,352","163,864",ONLINE,Unspecified,BROOKLYN,,,,,,,,40.61642875395,-73.93839967126,POINT (-73.938399671255 40.616428753953)
64268410,2025-03-05 12:36:49,,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Phone/Cable Lines,Other Types of Wires,Street,11234,1952 EAST   37 STREET,EAST   37 STREET,FILLMORE AVENUE,AVENUE S,FILLMORE AVENUE,AVENUE S,ADDRESS,BROOKLYN,EAST   37 STREET,,In Progress,,,,18 BROOKLYN,46.0,Precinct 63,3085030070.0,BROOKLYN,"1,003,274","161,888",PHONE,Unspecified,BROOKLYN,,,,,,,,40.61100112513,-73.93148231796,POINT (-73.931482317958 40.611001125131)
64256726,2025-03-04 14:33:00,03/26/2025 12:53:15 PM,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Building,,Street,11234,2074 EAST   54 STREET,EAST   54 STREET,AVENUE T,AVENUE U,AVENUE T,AVENUE U,ADDRESS,BROOKLYN,EAST   54 STREET,,Closed,,"Under NYC Parksâ Tree Risk Management Program, work is prioritized to address the conditions with the highest risk first.  NYC Parks determined that the issue will be addressed in the next pruning cycle through the routine block pruning program.  For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   To learn more about the trees in your neighborhood, visit the NYC Tree Map at nyc.gov/parks/treemap.",03/26/2025 12:53:19 PM,18 BROOKLYN,46.0,Precinct 63,3085450068.0,BROOKLYN,"1,006,167","162,154",ONLINE,Unspecified,BROOKLYN,,,,,,,,40.61172455672,-73.9210619028,POINT (-73.9210619028 40.611724556716)
64242738,2025-03-03 10:18:19,03/26/2025 12:56:17 PM,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Building,,Street,11234,928 EAST   55 STREET,EAST   55 STREET,GLENWOOD ROAD,AVENUE H,GLENWOOD ROAD,AVENUE H,ADDRESS,BROOKLYN,EAST   55 STREET,,Closed,,"Under NYC Parksâ Tree Risk Management Program, work is prioritized to address the conditions with the highest risk first.  NYC Parks determined that the issue will be addressed in the next pruning cycle through the routine block pruning program.  For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   To learn more about the trees in your neighborhood, visit the NYC Tree Map at nyc.gov/parks/treemap.",03/26/2025 12:56:20 PM,18 BROOKLYN,45.0,Precinct 63,3077380056.0,BROOKLYN,"1,005,423","170,474",ONLINE,Unspecified,BROOKLYN,,,,,,,,40.63456301748,-73.92371545788,POINT (-73.923715457884 40.634563017477)
64245397,2025-03-03 08:49:22,03/05/2025 02:35:52 PM,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Dead Branches in Tree,,Street,11234,1667 SCHENECTADY AVENUE,SCHENECTADY AVENUE,AVENUE H,KINGS HIGHWAY,AVENUE H,KINGS HIGHWAY,ADDRESS,BROOKLYN,SCHENECTADY AVENUE,,Closed,,NYC Parks visited the site and inspected the condition. No work is necessary at this time.,03/05/2025 02:35:56 PM,18 BROOKLYN,45.0,Precinct 63,,BROOKLYN,"1,003,353","169,488",PHONE,Unspecified,BROOKLYN,,,,,,,,40.63186136344,-73.93117628205,POINT (-73.931176282051 40.631861363436)
64234417,2025-03-02 06:26:10,,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Power Lines,Power Lines,Street,11234,1443 EAST   35 STREET,EAST   35 STREET,KINGS HIGHWAY,FLATLANDS AVENUE,KINGS HIGHWAY,FLATLANDS AVENUE,ADDRESS,BROOKLYN,EAST   35 STREET,,In Progress,,,,18 BROOKLYN,45.0,Precinct 63,3076710020.0,BROOKLYN,"1,000,755","164,773",ONLINE,Unspecified,BROOKLYN,,,,,,,,40.61892490197,-73.94054780488,POINT (-73.940547804877 40.618924901971)
64226447,2025-03-01 17:23:32,03/26/2025 12:02:01 PM,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Building,,Street,11234,4609 AVENUE L,AVENUE L,EAST   46 STREET,SCHENECTADY AVENUE,EAST   46 STREET,SCHENECTADY AVENUE,ADDRESS,BROOKLYN,AVENUE L,,Closed,,"Under NYC Parksâ Tree Risk Management Program, work is prioritized to address the conditions with the highest risk first.  NYC Parks determined that the issue will be addressed in the next pruning cycle through the routine block pruning program.  For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   To learn more about the trees in your neighborhood, visit the NYC Tree Map at nyc.gov/parks/treemap.",03/26/2025 12:02:06 PM,18 BROOKLYN,45.0,Precinct 63,3078260006.0,BROOKLYN,"1,003,390","166,384",PHONE,Unspecified,BROOKLYN,,,,,,,,40.62334145918,-73.9310517818,POINT (-73.931051781803 40.623341459176)
64217819,2025-02-28 16:02:02,,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Power Lines,Power Lines,Street,11234,1950 EAST   37 STREET,EAST   37 STREET,FILLMORE AVENUE,AVENUE S,FILLMORE AVENUE,AVENUE S,ADDRESS,BROOKLYN,EAST   37 STREET,,In Progress,,,,18 BROOKLYN,46.0,Precinct 63,3085030069.0,BROOKLYN,"1,003,267","161,897",ONLINE,Unspecified,BROOKLYN,,,,,,,,40.6110258433,-73.93150750411,POINT (-73.931507504113 40.611025843299)
64222229,2025-02-28 13:42:28,03/31/2025 09:25:13 AM,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Building,,Street,11234,1950 EAST   37 STREET,EAST   37 STREET,FILLMORE AVENUE,AVENUE S,FILLMORE AVENUE,AVENUE S,ADDRESS,BROOKLYN,EAST   37 STREET,,Closed,,"Under NYC Parksâ Tree Risk Management Program, work is prioritized to address the conditions with the highest risk first.  NYC Parks determined that the issue will be addressed in the next pruning cycle through the routine block pruning program.  For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   To learn more about the trees in your neighborhood, visit the NYC Tree Map at nyc.gov/parks/treemap.",03/31/2025 09:25:17 AM,18 BROOKLYN,46.0,Precinct 63,3085030069.0,BROOKLYN,"1,003,267","161,897",ONLINE,Unspecified,BROOKLYN,,,,,,,,40.6110258433,-73.93150750411,POINT (-73.931507504113 40.611025843299)
64215566,2025-02-28 11:22:02,,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Power Lines,Power Lines,Street,11234,1505 EAST   49 STREET,EAST   49 STREET,FLATLANDS AVENUE,AVENUE L,FLATLANDS AVENUE,AVENUE L,ADDRESS,BROOKLYN,EAST   49 STREET,,In Progress,,,,18 BROOKLYN,45.0,Precinct 63,3078290015.0,BROOKLYN,"1,004,113","166,714",PHONE,Unspecified,BROOKLYN,,,,,,,,40.62424564832,-73.92844634159,POINT (-73.928446341591 40.624245648321)
64215254,2025-02-28 11:14:28,03/26/2025 12:47:08 PM,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Building,,Street,11234,1511 EAST   49 STREET,EAST   49 STREET,FLATLANDS AVENUE,AVENUE L,FLATLANDS AVENUE,AVENUE L,ADDRESS,BROOKLYN,EAST   49 STREET,,Closed,,"Under NYC Parksâ Tree Risk Management Program, work is prioritized to address the conditions with the highest risk first.  NYC Parks determined that the issue will be addressed in the next pruning cycle through the routine block pruning program.  For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   To learn more about the trees in your neighborhood, visit the NYC Tree Map at nyc.gov/parks/treemap.",03/26/2025 12:47:11 PM,18 BROOKLYN,45.0,Precinct 63,3078290013.0,BROOKLYN,"1,004,116","166,675",PHONE,Unspecified,BROOKLYN,,,,,,,,40.6241385948,-73.9284356493,POINT (-73.928435649296 40.624138594795)
64183433,2025-02-25 13:25:08,,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Power Lines,Power Lines,Street,11234,1697 EAST   52 STREET,EAST   52 STREET,AVENUE N,AVENUE O,AVENUE N,AVENUE O,ADDRESS,BROOKLYN,EAST   52 STREET,,In Progress,,,,18 BROOKLYN,46.0,Precinct 63,3078970019.0,BROOKLYN,"1,005,123","164,430",ONLINE,Unspecified,BROOKLYN,,,,,,,,40.61797422474,-73.9248150226,POINT (-73.924815022598 40.61797422474)
64187343,2025-02-25 11:25:52,,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Power Lines,Power Lines,Street,11234,995 EAST   53 STREET,EAST   53 STREET,GLENWOOD ROAD,AVENUE H,GLENWOOD ROAD,AVENUE H,ADDRESS,BROOKLYN,EAST   53 STREET,,In Progress,,,,18 BROOKLYN,45.0,Precinct 63,3077370037.0,BROOKLYN,"1,004,893","170,522",ONLINE,Unspecified,BROOKLYN,,,,,,,,40.63469601824,-73.92562485564,POINT (-73.92562485564 40.634696018243)
64191444,2025-02-25 09:55:01,,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Phone/Cable Lines,Other Types of Wires,Street,11234,1880 TROY AVENUE,TROY AVENUE,AVENUE J,AVENUE K,AVENUE J,AVENUE K,ADDRESS,BROOKLYN,TROY AVENUE,,In Progress,,,,18 BROOKLYN,45.0,Precinct 63,3077910060.0,BROOKLYN,"1,002,699","167,592",PHONE,Unspecified,BROOKLYN,,,,,,,,40.62665863093,-73.93353767555,POINT (-73.933537675547 40.626658630933)
64182985,2025-02-24 16:40:11,,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Phone/Cable Lines,Other Types of Wires,Street,11234,935 EAST   58 STREET,EAST   58 STREET,AVENUE H,AVENUE I,AVENUE H,AVENUE I,ADDRESS,BROOKLYN,EAST   58 STREET,,In Progress,,,,18 BROOKLYN,46.0,Precinct 63,3077620022.0,BROOKLYN,"1,006,312","169,508",PHONE,Unspecified,BROOKLYN,,,,,,,,40.63190938378,-73.92051562529,POINT (-73.920515625289 40.631909383779)
64162782,2025-02-22 11:24:06,,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Power Lines,Power Lines,Street,11234,1811 EAST   35 STREET,EAST   35 STREET,AVENUE R,FILLMORE AVENUE,AVENUE R,FILLMORE AVENUE,ADDRESS,BROOKLYN,EAST   35 STREET,,In Progress,,,,18 BROOKLYN,46.0,Precinct 63,3084790040.0,BROOKLYN,"1,002,239","162,281",PHONE,Unspecified,BROOKLYN,,,,,,,,40.61208199061,-73.93520897153,POINT (-73.935208971528 40.612081990611)
64147820,2025-02-21 12:42:15,03/26/2025 12:05:06 PM,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Building,,Street,11234,1735 COLEMAN STREET,COLEMAN STREET,QUENTIN ROAD,AVENUE R,QUENTIN ROAD,AVENUE R,ADDRESS,BROOKLYN,COLEMAN STREET,,Closed,,"Under NYC Parksâ Tree Risk Management Program, work is prioritized to address the conditions with the highest risk first.  NYC Parks determined that the issue will be addressed in the next pruning cycle through the routine block pruning program.  For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   To learn more about the trees in your neighborhood, visit the NYC Tree Map at nyc.gov/parks/treemap.",03/26/2025 12:05:10 PM,18 BROOKLYN,46.0,Precinct 63,3078880026.0,BROOKLYN,"1,002,995","163,831",PHONE,Unspecified,BROOKLYN,,,,,,,,40.61633485216,-73.93248178241,POINT (-73.932481782415 40.616334852163)
64146590,2025-02-21 12:40:18,02/28/2025 01:23:44 PM,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Dead Branches in Tree,,Street,11234,1735 COLEMAN STREET,COLEMAN STREET,QUENTIN ROAD,AVENUE R,QUENTIN ROAD,AVENUE R,ADDRESS,BROOKLYN,COLEMAN STREET,,Closed,,NYC Parks visited the site and inspected the condition. No work is necessary at this time.,02/28/2025 01:23:50 PM,18 BROOKLYN,46.0,Precinct 63,3078880026.0,BROOKLYN,"1,002,995","163,831",PHONE,Unspecified,BROOKLYN,,,,,,,,40.61633485216,-73.93248178241,POINT (-73.932481782415 40.616334852163)
64144715,2025-02-21 12:33:08,,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Power Lines,Power Lines,Street,11234,7016 AVENUE V,AVENUE V,EAST   70 STREET,EAST   71 STREET,EAST   70 STREET,EAST   71 STREET,ADDRESS,BROOKLYN,AVENUE V,,In Progress,,,,18 BROOKLYN,46.0,Precinct 63,3084390042.0,BROOKLYN,"1,010,306","164,392",PHONE,Unspecified,BROOKLYN,,,,,,,,40.61785619625,-73.906145909,POINT (-73.906145908997 40.617856196253)
64112384,2025-02-18 12:18:56,,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Power Lines,Power Lines,Street,11234,2537 EAST   64 STREET,EAST   64 STREET,BASSETT WALK,MAYFAIR DRIVE SOUTH,BASSETT WALK,MAYFAIR DRIVE SOUTH,ADDRESS,BROOKLYN,EAST   64 STREET,,In Progress,,,,18 BROOKLYN,46.0,Precinct 63,3086420009.0,BROOKLYN,"1,009,443","161,383",PHONE,Unspecified,BROOKLYN,,,,,,,,40.60959961265,-73.9092656719,POINT (-73.909265671901 40.609599612649)
64104008,2025-02-17 18:27:38,,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Phone/Cable Lines,Other Types of Wires,Street,11234,2133 EAST   37 STREET,EAST   37 STREET,AVENUE T,AVENUE U,AVENUE T,AVENUE U,ADDRESS,BROOKLYN,EAST   37 STREET,,In Progress,,,,18 BROOKLYN,46.0,Precinct 63,3085370028.0,BROOKLYN,"1,004,218","160,789",ONLINE,Unspecified,BROOKLYN,,,,,,,,40.60798251967,-73.92808561674,POINT (-73.928085616742 40.607982519672)
64107570,2025-02-17 13:03:58,,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Phone/Cable Lines,Other Types of Wires,Street,11234,1095 EAST   55 STREET,EAST   55 STREET,AVENUE I,FLATLANDS AVENUE,AVENUE I,FLATLANDS AVENUE,ADDRESS,BROOKLYN,EAST   55 STREET,,In Progress,,,,18 BROOKLYN,46.0,Precinct 63,3077810046.0,BROOKLYN,"1,005,556","168,930",ONLINE,Unspecified,BROOKLYN,,,,,,,,40.63032474719,-73.9232411449,POINT (-73.923241144895 40.63032474719)
64107459,2025-02-17 10:58:09,,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Phone/Cable Lines,Telephone Lines,Street,11234,7020 AVENUE V,AVENUE V,EAST   70 STREET,EAST   71 STREET,EAST   70 STREET,EAST   71 STREET,ADDRESS,BROOKLYN,AVENUE V,,In Progress,,,,18 BROOKLYN,46.0,Precinct 63,3084390043.0,BROOKLYN,"1,010,312","164,397",ONLINE,Unspecified,BROOKLYN,,,,,,,,40.61786990256,-73.90612427763,POINT (-73.906124277625 40.61786990256)
64108647,2025-02-17 08:26:51,04/09/2026 04:14:15 PM,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Dead Branches in Tree,,Street,11234,2030 EAST   59 STREET,EAST   59 STREET,AVENUE T,AVENUE U,AVENUE T,AVENUE U,ADDRESS,BROOKLYN,EAST   59 STREET,,Closed,,NYC Parks performed the work necessary to correct the condition.,04/09/2026 04:14:18 PM,18 BROOKLYN,46.0,Precinct 63,3084010020.0,BROOKLYN,"1,007,226","163,363",ONLINE,Unspecified,BROOKLYN,,,,,,,,40.61504032814,-73.9172436084,POINT (-73.917243608397 40.615040328139)
64099501,2025-02-16 22:10:08,03/31/2025 09:47:27 AM,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Building,,Street,11234,1697 EAST   52 STREET,EAST   52 STREET,AVENUE N,AVENUE O,AVENUE N,AVENUE O,ADDRESS,BROOKLYN,EAST   52 STREET,,Closed,,"Under NYC Parksâ Tree Risk Management Program, work is prioritized to address the conditions with the highest risk first.  NYC Parks determined that the issue will be addressed in the next pruning cycle through the routine block pruning program.  For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   To learn more about the trees in your neighborhood, visit the NYC Tree Map at nyc.gov/parks/treemap.",03/31/2025 09:47:32 AM,18 BROOKLYN,46.0,Precinct 63,3078970019.0,BROOKLYN,"1,005,123","164,430",UNKNOWN,Unspecified,BROOKLYN,,,,,,,,40.61797422474,-73.9248150226,POINT (-73.924815022598 40.61797422474)
64081797,2025-02-14 13:25:07,03/31/2025 09:53:58 AM,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Building,,Street,11234,2376 RALPH AVENUE,RALPH AVENUE,EAST   64 STREET,AVENUE N,EAST   64 STREET,AVENUE N,ADDRESS,BROOKLYN,RALPH AVENUE,,Closed,,"Under NYC Parksâ Tree Risk Management Program, work is prioritized to address the conditions with the highest risk first.  NYC Parks determined that the issue will be addressed in the next pruning cycle through the routine block pruning program.  For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   To learn more about the trees in your neighborhood, visit the NYC Tree Map at nyc.gov/parks/treemap.",03/31/2025 09:54:03 AM,18 BROOKLYN,46.0,Precinct 63,3078840078.0,BROOKLYN,"1,007,199","165,214",ONLINE,Unspecified,BROOKLYN,,,,,,,,40.6201210068,-73.91733456694,POINT (-73.91733456694 40.620121006805)
64040730,2025-02-10 16:08:21,,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Phone/Cable Lines,Telephone Lines,Street,11234,2170 MILL AVENUE,MILL AVENUE,AVENUE U,AVENUE V,AVENUE U,AVENUE V,ADDRESS,BROOKLYN,MILL AVENUE,,In Progress,,,,18 BROOKLYN,46.0,Precinct 63,3084701150.0,BROOKLYN,"1,008,507","163,094",PHONE,Unspecified,BROOKLYN,,,,,,,,40.61429856472,-73.91263059196,POINT (-73.912630591961 40.614298564724)
64015345,2025-02-07 09:16:21,03/31/2025 09:34:20 AM,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Blocking Street,,Street,11234,1330 EAST   55 STREET,EAST   55 STREET,AVENUE K,AVENUE L,AVENUE K,AVENUE L,ADDRESS,BROOKLYN,EAST   55 STREET,,Closed,,"Under NYC Parksâ Tree Risk Management Program, work is prioritized to address the conditions with the highest risk first.  NYC Parks determined that the issue will be addressed in the next pruning cycle through the routine block pruning program.  For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   To learn more about the trees in your neighborhood, visit the NYC Tree Map at nyc.gov/parks/treemap.",03/31/2025 09:34:28 AM,18 BROOKLYN,46.0,Precinct 63,3078340076.0,BROOKLYN,"1,005,723","166,816",PHONE,Unspecified,BROOKLYN,,,,,,,,40.62452186081,-73.9226462219,POINT (-73.922646221901 40.624521860811)
63988896,2025-02-05 11:02:23,,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Dead Branches in Tree,,Street,11234,1132 EAST   72 STREET,EAST   72 STREET,AVENUE K,AVENUE L,AVENUE K,AVENUE L,ADDRESS,BROOKLYN,EAST   72 STREET,,In Progress,,"NYC Parks created a work order for the tree condition and expects to address the issue within 120 days from the date of the tree assessment, barring any weather-related requests.   NYC Parks work priority categories range from Category A through D, with A being the most critical and time-sensitive. We will complete all work in Category A first and address work in lower priority categories in accordance with available resources. For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.",02/06/2025 11:10:13 AM,18 BROOKLYN,46.0,Precinct 63,3083440059.0,BROOKLYN,"1,007,643","167,689",PHONE,Unspecified,BROOKLYN,,,,,,,,40.62691319975,-73.91572664227,POINT (-73.915726642267 40.626913199746)
63969415,2025-02-03 14:23:41,03/26/2025 12:02:01 PM,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Building,,Street,11234,4717 FLATLANDS AVENUE,FLATLANDS AVENUE,SCHENECTADY AVENUE,EAST   48 STREET,SCHENECTADY AVENUE,EAST   48 STREET,ADDRESS,BROOKLYN,FLATLANDS AVENUE,,Closed,,"Under NYC Parksâ Tree Risk Management Program, work is prioritized to address the conditions with the highest risk first.  NYC Parks determined that the issue will be addressed in the next pruning cycle through the routine block pruning program.  For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   To learn more about the trees in your neighborhood, visit the NYC Tree Map at nyc.gov/parks/treemap.",03/26/2025 12:02:05 PM,18 BROOKLYN,45.0,Precinct 63,3078270055.0,BROOKLYN,"1,003,638","166,844",PHONE,Unspecified,BROOKLYN,,,,,,,,40.62460352323,-73.93015708803,POINT (-73.93015708803 40.624603523233)
63955181,2025-02-01 09:54:37,04/04/2025 03:09:36 PM,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Power Lines,Power Lines,Street,11234,1356 EAST   40 STREET,EAST   40 STREET,LOTT PLACE,FLATLANDS AVENUE,LOTT PLACE,FLATLANDS AVENUE,ADDRESS,BROOKLYN,EAST   40 STREET,,Closed,,NYC Parks performed the work necessary to correct the condition.,04/04/2025 03:09:39 PM,18 BROOKLYN,45.0,Precinct 63,3078210067.0,BROOKLYN,"1,002,487","166,174",ONLINE,Unspecified,BROOKLYN,,,,,,,,40.62276695809,-73.93430523405,POINT (-73.934305234046 40.622766958093)
63955327,2025-02-01 09:45:49,04/04/2025 03:09:38 PM,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Power Lines,Power Lines,Street,11234,1356 EAST   40 STREET,EAST   40 STREET,LOTT PLACE,FLATLANDS AVENUE,LOTT PLACE,FLATLANDS AVENUE,ADDRESS,BROOKLYN,EAST   40 STREET,,Closed,,NYC Parks performed the work necessary to correct the condition.,04/04/2025 03:09:44 PM,18 BROOKLYN,45.0,Precinct 63,3078210067.0,BROOKLYN,"1,002,487","166,174",ONLINE,Unspecified,BROOKLYN,,,,,,,,40.62276695809,-73.93430523405,POINT (-73.934305234046 40.622766958093)
63926594,2025-01-29 14:13:53,03/31/2025 09:25:13 AM,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Building,,Street,11234,3514 FILLMORE AVENUE,FILLMORE AVENUE,EAST   35 STREET,EAST   36 STREET,EAST   35 STREET,EAST   36 STREET,ADDRESS,BROOKLYN,FILLMORE AVENUE,,Closed,,"Under NYC Parksâ Tree Risk Management Program, work is prioritized to address the conditions with the highest risk first.  NYC Parks determined that the issue will be addressed in the next pruning cycle through the routine block pruning program.  For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   To learn more about the trees in your neighborhood, visit the NYC Tree Map at nyc.gov/parks/treemap.",03/31/2025 09:25:17 AM,18 BROOKLYN,46.0,Precinct 63,3085020044.0,BROOKLYN,"1,002,655","161,892",PHONE,Unspecified,BROOKLYN,,,,,,,,40.61101341165,-73.93371172404,POINT (-73.933711724041 40.611013411647)
